,author,authorChannelUrl,text,likeCount,publishedAt,offensive/non offensive
73,Chouaib Selmouni,http://www.youtube.com/channel/UCD8xQ30glIZXtRQSRcWIHSQ,المتكبر كالواقف على جبل يرى الناس صغارا يرونه صغيرا نتي من هدرتك باينة بلي ناقصة عقل لخاطش جمعتي كامل الناس نسيتي بلي كاين كاين الرجال يختالفو ماشي كامل كيف كيف كي جي تهدري على اي واحد ما تجمعيش الناس كامل بصفة وحدة لخاطش كاين رجال بمعنى الكلمة اولاد فاميليا والف وحدة تتمناهم حتى النسا فيهم عليهم كاين بنت الفاميليا امراة صالحة كاين لي ما تسواش وخارجة طريق ربي خلق فرق ما تخافش الشبعان اذا جاع خاف الجيعان اذا شبع الحيوانات المفترسة تصبح شرسة جدا اذا جاعت الانسان يصبح متوحش جدا اذا شبع والفاهم يفهم نتي شبعة جديدة يا لحابسة طول اللسان يدل على صغر العقل وقذارة اللسان تدل على جهل الانسان نتي ما تشرفيش الجزاير يا وحدة الجاهلة لبلاد هذي ماتو عليها الرجال لبلاد هذي قدمت النفس النفيس قدمت خيرة ابناء الوطن باش الوطن تحرر تجي نتي بنت البارح تسبي اولاد المجاهدين اولاد الشهداء لي جابولك الاستقلال باش نتي تلقايها واجدة طايبة على لجمر تزيدي تسبي تجمعيهم كامل الله غالب واش يجيك من الزوبية غير الفوحة,0,2020-10-19T14:17:56Z,p
74,Ami Saz,http://www.youtube.com/channel/UCVOWVi7it8izu5Q_5mPWYYg,روحي الي معمر مكياج بهلول,3,2020-10-19T13:44:19Z,p
75,بيبلد فري,http://www.youtube.com/channel/UC6SMf1OjzkGSWhue5XQyjWg,شوفي يامنية ولاد الجزاير رجال وعليهم لكلام خترا خرا هدي وعرفي واش تحدري تحيا ولاد الجزاير,3,2020-10-19T13:21:50Z,p
76,maria maram,http://www.youtube.com/channel/UCPwhFasrlO3amd-u8Y97vVw,هاذو على وجهك الصحيح حاشة الي راهم يشوفو يا بنت الناس وش نكرهك يا يما نشوفك نتسكن,0,2020-10-19T13:05:23Z,p
77,Djamel eddine AB,http://www.youtube.com/channel/UCbrt9aWM9AV6f1q-AapWirg,مولات الصليعة ولات تهدر بصح عندك الحق على خاطر الذكور ال 106 لي راكي عايشة معاهم فالحصص وسايل التواصل هوما لي خلاوك تهدري هكذا,0,2020-10-19T12:50:22Z,p
78,Sara Madeni,http://www.youtube.com/channel/UC6cF-BZMqT3dk2QYwiVrp-w,عندك الصح والله بلاد زبي,0,2020-10-19T12:49:48Z,p
79,Chahrazed Ghizlane31,http://www.youtube.com/channel/UCqB8jYKj2ttewuP_vhjeBFg,عندها صح ماقالت عيب رجال ماطلقو والو لا مستورة لا عريانة يشوفو مرا كي شغل طرف لحم والحيوانات راه عندهم الرحمة كي وليتو تغتاصبو الحيوانات والعجايز والاطفال,0,2020-10-19T12:32:26Z,p
80,Laib Marwan,http://www.youtube.com/channel/UCsWHJfSBFHmwVD_5il5XNcA,نتيا خرية,0,2020-10-19T11:57:25Z,p
81,Tiziri NKdz,http://www.youtube.com/channel/UCyXtXBjlXsFu9-6fpOpASDA,هاذي الطفلة ليراكي تهدري عليها لابسة جين قصير وتري جولي وماعلاباليش والناس يشوفون فيها الغلطة ماشي فالناس لي يشوفون فيها الغلطة فيها هي لي لابسة هاداك ونتي راكي تشجيع فيهم لوكان عشينا نطبقو دين الاسلام المراة يبان فيها غير وجهها ويديها وربي كي فرض الحجاب علابالو علاش فرصة وماتخلطيش هاديك الطفلة شيماء حكايتها وحدها والناس لي راكي تهدري عليهم وحدهم نورمالمون راكي اعلامية ماتقدريش هاداك نورمالمون تهدر باللغة العربية الفصحة انا نكرهك والناس تكرهك نضالي تقصفي فرجال سوى كان فستوري ولا في سوق النساء ما يحقلكش تهدري على الناس وتشبهيهم بالكلاب مالا نتي يادرى باش نشبهوك,0,2020-10-19T11:42:55Z,p
82,Adnan Chaouchi,http://www.youtube.com/channel/UCicqwLh6MLPNutXDM6xhvEg,مكاش حيوان قدم روح ستري روحك منبعد احكي على رجال يا الخامجة,0,2020-10-19T11:17:40Z,p
83,أعشق أمي Dina Officielle,http://www.youtube.com/channel/UCcOHCWo5HcxQbmSpMLOK3HQ,ولالة علاه تعري روحها امشي قودي استري روحك واحد ميدنالك,0,2020-10-19T08:59:31Z,p
84,Aziz Hamidi,http://www.youtube.com/channel/UCOVA6rddlnsH92FYOCNqeYQ,كون ربي خلق زوج عصفير يزينو طبيعة خير من وجهك تفو,0,2020-10-19T08:48:04Z,p
85,fati touta,http://www.youtube.com/channel/UCj3zHbs7P-y6-KYrcTchOpA,حكمت على نفسها ان تبقى بايرة طول حياتها,0,2020-10-19T08:45:36Z,p
86,Nihal Samah,http://www.youtube.com/channel/UC5c_j5IdRVMzqfAyOJhbJog,يا حابس دخل فايس وشوف قاع ناس برطاجات فعايلهم متشقاش تقلبلي راسي قاع ناس شافت ليكومنتار نتاعهم من صغير حنى 50 سنةايوا عجب ولاو قاع مثليين وانت مباغيش تستعرف جاتك في جنابك,0,2020-10-24T07:58:08Z,p
87,Nanou Nanou,http://www.youtube.com/channel/UC5yLcAH1kKYcKKjc7n1rSdQ,راكم طيحين عليها بالانتقادات هي ما عرفتش تهدر الكلمات غير في محلها بصح قالت كلمة حق بصح يا مونية انا منعرفكش ما سمعت بيك بصح الغلطة مش من عند الرجال حتي النساء الجزاوريات ماش كما بكري تحشم انا بكري كنجوز على حومتي رجال تاع حوما اهبطو راسهوم والله وانا نمشي حشمانة نمشي عيني في الارض كيلعبو بنات حومة جوز احبسو اللعب هذا نسموه القدر بكري الناس تقادر بعضها البعض بصح دورك كنشوف في هذيك ماش عادي كفاه يهدرو هاذيك تكفيني الله يبقي ستر,0,2020-10-19T08:32:08Z,p
88,attar nesrine,http://www.youtube.com/channel/UCc_4kWlZyTicECxsLrLaTZA,انا نقولك سبيتي باباك معاهم نحي علامة الصليب لي راكي ديرتها تفو عليك,1,2020-10-19T07:33:00Z,p
89,Miral Kouki,http://www.youtube.com/channel/UCZcgSF5U5gwZRj3wphV6NxA,التعليقات السلبية كامل من عند الرجال قاستهم في الصميم وحكات على الهوية المفضلة الحيوانية تع بعض الرجال هذه هي الحقيقة وعلاه نكذبوا على رواحنا المشكل ماهوش في المراة لراهي تفتن حتى الاطفال واغتصبوهم المشكل راهو في العقليات والضمير كاين فية قليلة كون يحطولو مرا عريانة قودامو يروح ويخاليها للاسف الا من رحمة ربي,0,2020-10-19T02:02:15Z,p
90,Raouf Ayadi,http://www.youtube.com/channel/UCt3QG1wjocIDkWFiTsM8lGQ,علبالك انا راني نشوف فيك خرية لابسة القش,0,2020-10-19T01:25:05Z,p
91,Nessrine Nessrine,http://www.youtube.com/channel/UCmkAuFw-2g-eFr-Pf9IdFiA,روحي روحي روحي يشفو مهبول كيم نتي روحي سبيطار تع لمهبل,0,2020-10-18T23:38:57Z,p
92,cherif steinar,http://www.youtube.com/channel/UCXMX1T5eyDfhtds5K3Lzt8Q,هاذي خامجة ولا تمثل بنات الجزايري في اي قول من اقوالها هاذي تسب وتشتم في الرجال خاطر مش مربية على يد راجل نورمالمون قبل ماتهدر في الرجال وتعمم تتفكر باباها وعمامها وخوالها تتخمم على اولاد وبنات الرجال ورد فعلهم على اقوالها التي لا ينطق بها الا شخص لا يفقه للرجولة شيء هاذي عيب وعار على اي قناة تخليها تظهر على الشاشة تاعها وعيب وعار على كل شخص يتابعها سواء في القنوات التلفزيونية او مواقع التواصل الاجتماعي لانها شخصية فاشلة بكل المعايير,0,2020-10-18T23:14:24Z,p
93,Nouh Bounegab,http://www.youtube.com/channel/UC2KWwwUQpM4SPZYdK73_kbA,اصبحتي مهزلة وعار على نفسك وجعلتي كل الشعب الجزايري يكرهك ورايح تكوني مجرد اضحوكة للشعب الجزايري تفو,0,2020-10-18T23:10:52Z,p
94,Nas Ira,http://www.youtube.com/channel/UCDWyQ0n8L1MkOiIXkvQELEw,هي صراحه المراه لازم تستر روحا باه الرجال مايبقاوش يخزروا في النساء ربي سبحانو كي امر بالحجاب اي باينة علاه اي حاجه يامر بيها ربي عندها معنى ودور كبير في حياتنا اصلا لمرا هي راس الفتنه في كلش مانيش قاعده نطيح في النساء مام انا مرا مي لازم نطبقو واش امرنا ربي سبحانو الدنيا فانية وكان عليك يامونيا اولا روحي استري روحك ونحي هداك لمكياج واستري شعرك ربي امر بستر المراه سعات نحير انا انسان تلقايه واعي قراي او واصل وهو في الدين زيرو واش من فايدة هكا اصلا نتي ممثلة والتمثيل حرام دونك مابقاتش هدرة راجعي روحك اولا,0,2020-10-18T22:54:30Z,p
95,Nasser Falless,http://www.youtube.com/channel/UCk4jq1pE3PJNDbQnPvLdaSw,روحي تلعبي بعيد خامجة مسخة,0,2020-10-18T22:38:14Z,p
96,Saïd f saidnite,http://www.youtube.com/channel/UCJ6EdZCl5xWFMdrbj-tJLQw,جابلى ربي نتى لريوقك راهوم ايسيلو مشى نتحداك تخرجى بلا عشر كيلو مكياج يا خى بيدون زبل ماشى متربيا,0,2020-10-18T22:15:32Z,p
97,Jou Ry,http://www.youtube.com/channel/UC4c8cTWCd0Rz1f6O0n89EZQ,ماكيش متربية تهدري على الرجالة نتاوعنا الشعب الدزيري شهم وعندنا رجالة وحد الخامجة تفو,0,2020-10-18T22:07:09Z,p
98,tovi9 tovi9,http://www.youtube.com/channel/UCuHgK3c06SJ1VVXB6OL15rA,كلبي حسبي الله ونعما وكيل فيك خامج راس داب,0,2020-10-18T21:41:05Z,p
99,fifi focha,http://www.youtube.com/channel/UCr5BGlx91WzhOLIKMSpy4AQ,بسكري تضلو تحكلو على لبنات وتحلبو فلفايس وهنا تلعبوها ياخي منافقين ياخي فمك نت بلعه ومتكلمنيش انا ماقيمتكش,1,2020-10-23T18:29:58Z,p
100,mustapha boufady,http://www.youtube.com/channel/UCbb2EAvuzAcUSu8SO0vGaKA,روحى ابداي من جديد انتى زيرو,0,2020-10-18T21:18:51Z,p
101,abdelhakem hassan,http://www.youtube.com/channel/UCUJnuwFAiLaZPTGEwm5Sj4g,ياودي كي تحيضي تولي تفوحي قسما بالله تعري روحك ما تغريني تفو عليك,0,2020-10-18T21:01:57Z,p
102,Kamel Mca,http://www.youtube.com/channel/UCyL6hEnULhXiyWzT-LHMqrA,شكون هدي الكفية منين خرجت مقبل متخورجي من دركم شفتي روحك كفه ديرا عندك رسك وجبهتك خرجة تقل بلكون فوق عنيك برشوك تاع سيارة ريتمو تاع بكري بينا هدا الحشرات رهي خلعتها دنيا شبعة جديدة 2020 قلك الناس الزمن متخفش من البحر كي يتهول عليك خف من كافي كي يتحلب عليك ونزدلك وحدا يمخلوعة ان كي نشوفك نتقيا عليك حاش خلق الله انتي لحقتي روحك اسمعي مليح يازير يا العاصمة سومتك اشحال اعضيمة فسدوك لملهم قيمة هدي تكفيك جوا يحمارة بدون مستوى ولا تقافة راسك تحت بزف تحياتي لكل الشعب الجزايري الاصيل والحرا من لحدود الى الحدود والله يرحم الشهداء لمتو علي هدا لبلاد باش اجي وحدا منجوسة مسودة اسعد تسب الجزايرين الابطال لعنة الله عليكي يخمجة,0,2020-10-18T20:08:23Z,p
103,Anouar Salemi,http://www.youtube.com/channel/UCV_jcfpEETMMwlan4KpzBLw,تشبهي لجرانة ياوحدة فايحة,0,2020-10-18T20:06:50Z,p
104,Oum cerine,http://www.youtube.com/channel/UCc6ECsLZv59fnz8PRGfU-pA,ولو ان كل كلب عوى القمته حجرا لعز الصخر مثقالا بدينار,0,2020-10-18T19:58:26Z,p
105,Hadj Hadj,http://www.youtube.com/channel/UCk0vTd5rKBdVWs1p6w-9Fxg,كي دايرة تفو,0,2020-10-18T19:33:52Z,p
106,Mus Tafa,http://www.youtube.com/channel/UCT7ygDDHGOg5PF4Q1W-S4JA,حشا بنات فاميلا حاشا لفحلات بنات كيما نتي لحمكم رجع رخيص فل مرشي على لكورجات تحيا الشبيبة تاعنا الرجالة النيف التربية وين روحو راصنا مرفوع,0,2020-10-18T18:10:36Z,p
107,وردة الرمال,http://www.youtube.com/channel/UCO5GjLfRGmJNi-fbBHt--Xw,ماعليش يامات وتنساوها بصح مونيا قرعتيها ما تعرفيش تهدري الثقافة زيرو ما فهمتش قناة الشروق علاش خدماتك نتي واميرة الي حياتها الشخصية في اليوتيوب دييري بزاف المامياج حتى وجهك ما يبانش بالاك نتي وما تعرفيش روحك في المراية نقصي هاذاك المامياج اللبنانيات وما راهمش كيما نتي وواش دخلك في الراجل الي يخزر في النسا,0,2020-10-18T15:52:59Z,p
108,Rgjgf Dgbhjk,http://www.youtube.com/channel/UCdyillhBXFFUxi3mV27bvjw,نستعرف بها قالت الحقيقة نعم عندنا شباب حلاب,0,2020-10-18T14:56:00Z,p
109,Selsabil Zed,http://www.youtube.com/channel/UCCMPFKdH0Of6b5Gg7J9pL8g,ياك زعما نتي تعرفي دين وربي روحك مراكيش ساترتها لي يشوفك يسمي منك والله ونتي راجل في داركم ملقيتيهش باه يحكم فيك وجاية تهدري وتعمي ثاني هاديك نتي لي يشوفو فيك طرف لحم ومحاسبة روحك حاجة وممثلة وشمن تمثيل وفن هذا راه عفن وكي يشوفوك ناس هكذاك برا عريانة والله ربي غير يسمي منك يجيب بيك حسنات رجال لي تهدري عليهم كون لقيتيهم في داركم متهدريش سبحان الله وجهك وش صحيح قاتلو ريووق بسكو نتي مخلوعة من روحك وناس تالمو يشوف في دراهم غير سترة كي يشوف عيباد برا كيفك جيه بيزار يالفاهمة,0,2020-10-18T14:20:01Z,p
110,FAT IMA,http://www.youtube.com/channel/UCThSvZ_Kqg2AF4nADQxj77A,شوفي كيدايرة ڨاع مشي شابة مشي مربية,0,2020-10-18T13:03:46Z,p
111,Jeusef Dz,http://www.youtube.com/channel/UCaLOqu4x4gtSzOO9fVQfwtA,انا والله اول خطرة نسمع باسم هذ الشخصية وعلى واش قالت هي كون جات متربية تحشم متهدرش هاك ولي متربي متربي راجل ولا مرا المراة ما تفتن الراجل والراجل ما يدناش للمرا,0,2020-10-18T13:02:44Z,p
112,مريم البتول,http://www.youtube.com/channel/UCeH1ATAk-Hxt0Ui3J2qj-Sg,23 انا يا اختي ماندافع لا على الرجال لا على النساء انا نهضر الحق الجيل هذا النساء عريانة الرجال ماغاضاش بصرها مبعد يبداو العلاقات الخ مبعد تولي المشاكل يا اغتصاب قتل كيما حكاية شيماء يا امهات عازبات تولي فالشرع نقملي الطفل هو يقول ماش ولدي الخ الحل يا اختي كل واحد يرجع لدينو كل واحد يبدا بروحو يڨد روحو قبل ما ينتقد الطرف الاخر يعني انتي استري روحك واحد مايتبلاك اللي تعري روحها تحط روحها في علاقات محرمة كان تبلاوها ربي يسهل عليها اما كيما تحكي هادي مونيا هادي تاع عاجبتها الطفلة تمشي عريانة تسب فالراجل لي يشوف معاها هادي ماكانش منها,1,2020-10-20T17:25:09Z,p
113,hanni milano,http://www.youtube.com/channel/UCDYNnHYfelnUxOU-atd3hDg,ماتخافش من البحر كي يتهول خافى من كافي كي يتبدل تاريخك نعرفوه,0,2020-10-18T11:17:38Z,p
114,فارس كيمو,http://www.youtube.com/channel/UC6VmC4ZwyjVfSYqLgw7UKlQ,الحمد الله متربي كنت باغي نسبك مي نخليهلك تحرق انت فالثلاثين من عمرك ومزاا عقل جايح ومتحشمي عيب عليك كان جيت مراة ركي في دارك وتربي في ولادك قاعدة تعسي فالناس وتهدري بلا قياس مكنتش حاب نعلق مي قلقني كلامك,0,2020-10-18T10:54:49Z,p
115,Queen bee,http://www.youtube.com/channel/UCRpf-jHDe0-9jf1lTVUMprg,صح واش قالت الرجال مروها تقيمو النسا بزاف فوق الحق حتا ولاو شي نسا يحسبو فرواحتيهم حاجة فور هي غير كوجاكة عريانة داير بيها الذبان يا الذبان,0,2020-10-18T10:15:40Z,p
116,maroua dahmani,http://www.youtube.com/channel/UCiaiwByXma9C3hc0dAXsy_g,والله غير كي طيح في راجل رخيس ومهلوس غير يعريك ويكطعك طراف طراف صدقيني هاد الجنس لي راهي تهظر عليه ميعرفش العريان من المستور ميخافش ربي او مراهوش قع سمع الرحمة في قلبو مكاش جوزي قدامو مسطورا هوا بعيد الشر يشوفك عريانا والعياذ بالله حقيقة رانا نعيشوها علاش ننكروها ربي يجيب ساعة الخير امين يارب العالمين,0,2020-10-19T10:45:28Z,p
117,khedidja allou,http://www.youtube.com/channel/UCTaM-c_tSBnOZNeWBv3rz9Q,نتي ضكا مسمية روحك امراة وانثى ناي راكي بعيدة خلاص على الانوثة ماكيش متربية ماكيش باهية وحدة خامجة تحوسي تبعدي على دين وتجبدي في لبنات باش يولو كيفك حنا دينا دين الاسلام ولازم نسترو روحانا حبيتي ولا كرهتي وكي مراهوش عاجبك الحال كان رحتي عشتي في الخارج تخرج عليك هاد العقلية وزيدي ديري مزية وبدلي دين تاعك باسكو متشرفيناش باش تكوني مسلمة,0,2020-10-18T09:14:55Z,p
118,Zinou Zinouch,http://www.youtube.com/channel/UC7vZlL3h3iqdW1lQPg7DxkQ,حنا حيوانات شوهتي خلق الله الانسان لربي كرمه تقولي عليه حيوان ربي ياخذ فيك الحق نيفو بدون اخلاق,0,2020-10-18T08:45:05Z,p
119,Salim سليم,http://www.youtube.com/channel/UCUSTIbVjtbHM6b2rVq2FE4g,اولا هي تعمل في الاعلام لازم تطلع المستوى ثانيا هي من المفروض جزايرية توصف الجزايريين بهذه الاوصاف خطا لا يغتفر ثالثا في واش عندها الحق في المتحرشين اوكي هي سافرة متبرجة علاش ما تبداش بروحها تستر روحها اولا تحترم الذوق العام نحن شعب مسلم يعني خارجة نصف عريانة تحترم نفسها الاول ثم تنتقد اللي قاعد يشوف فيها,2,2020-10-18T17:15:41Z,p
120,إنسانية حرية,http://www.youtube.com/channel/UC2rdWI-Ox2dXmc6qWWVjLtQ,شفت بلي لي كومونتار تاع النسا ضد مونية بزاف نورمالمو جيو في صفها عندها الحق في اللي قالتو ماكانش مرا تمشي في الطريق بلا ما يتبلاوها بالجلباب لا سيفيليزي كبيرة لا صغيرة الناس ولات مريضة نفسيا مكبوتة اترباو اللي يماك ختك بنتك كامل يتمشاو في الزنقة كيما دير يديرلك الناس بكري كانو النسا سيفيليزي كانو الناس مربيين يجوز كلي ما شافش دوك عينيه يخرجو الريوق يسيلو زيد كلام العار خلي لوكان كل واحد يلها في روحو تتقدم البلاد قاعدين شادين القهاوي اللسان طويل,0,2020-10-18T07:55:07Z,p
121,Mohamed Soualem,http://www.youtube.com/channel/UCRdHXsJlg7VZEqGLnjXwTVg,قحبة,0,2020-10-18T05:12:43Z,p
122,Amina Marame,http://www.youtube.com/channel/UCH2tsO06db7CjhuT7H4_NHQ,انسانة جيعانه مشي مربية تحسباها كاين غير هي فهاد الدنيا واحد مراهو سامع بيك عرت النسا ماشي ماصلا رخستي روحك بروحك,3,2020-10-18T02:07:16Z,p
123,Serine Ghost,http://www.youtube.com/channel/UCxAwQ81RV8jw6OUUHD843yQ,اترحمي على مروان لدارولك طريق واحد ما كان سامع بيك يا نعناعة ماتخليش كلامك كشتاء لتفسد الغلى نصيحة مني اذا كنت زينة استري روحك مالعين اذا كنت شينة استري روحك ملفضايح يتحدث السفيه بما فيه لابسة نورمالمو مراكيش متاكدة بلي لابسة ماشي كامل رجال ذيوبة ماشي كامل نساء نعجات يوسف عليه السلام زوليخة مرت عزيز مصر هي لي راودته عن نفسه ماشي هو افهمي مليح التعميم يضرك يابنت الناس الله يهديك قبل ما يديك,0,2020-10-18T01:40:33Z,p
124,cilia cilia,http://www.youtube.com/channel/UC5DvRPyxNyUWDLBvNHvqobA,اي قلبي هدي طلعوها ديوثيين وديوثات والعرايا كيفها وكان كل وحدة تخرج عريانة وماتحشمش يبصقو عليها بوحد ريووڨ تما يعرفو قيمتهم بلي هما وتوالات خير منهم وانه يحطو ارواحتيهم بلي هدا مجتمع جزايري محافظ وانه هاد بلاد طاح عليها الدم وطاح عليها رجال ونساء على جال الستر والحياء والاسلام ماتقارنش كفار بمسلمين لانه فرق كبير هادوك كفار حلو عينيهم على العرا تجيهم عادي وعندهم معتقد تاعهم عادي مي احنا لا عندنا الاسلام وشرعنا امور نمشو عليها حتى نار وجنة بين ربي طريقهم هدي وامثالها حبو نشر الفساد والعرى ونسا يحكمو في رجال هدي هي ملخر تحيا ولاد بلادنا وتحيا رجال بلاد هدي ماتلحقش رجال بلاد حتى في بول تاعهم لازم يريڨو عليها من وحد بلاصة باه تعرف قيمتها خامجة هدي نسات بلي بلاد طاح عليها دم ورجال بغات تردها بلاد كفار بزعم التحرر والعرى خامجة قتلني بالضحك هديك مونيا غول مش بن فغوول هديك حلووفة خير منها قيمتوها ولاد بلادي اخطوكم من زوبيا خامجة تروح تنقي روحها ماكياج ساترها ولابسها هدي هدفها قاع العرى والنسا تحكم في رجال شوفو حصصها يعطوكم الخبر خامجة هي وامثالها حبو التحرر ونساو ربي لعطاهم في القران كامل الحريات وشرع للمراة وحفظها وكرمها زعما هي بغات تولي سفيرة عدل للمراة جزايرية وتردلهم زعما حريتهم هي عايشة كما حيوان لامبدا لااخلاق لادين لاملة لاحرمة لاوالو وهدي شبعت لحم لحلوف ماعندهاش الغيرة لهي لا لجابوها فايحة,0,2020-10-18T01:36:29Z,p
125,ophtalmo yacine,http://www.youtube.com/channel/UC-LwtrnyStOHo32LknXb31g,الكبت دار فيك حالا يا البايرة,0,2020-10-18T01:12:07Z,p
126,Miloud rachdi,http://www.youtube.com/channel/UCLyqJeLxspk6-GizgL4VmWg,قالت الحقيقة برافو عليها ونتوما زبل متبغوش الحق,0,2020-10-17T22:43:42Z,p
127,Abdelhak Benyahia,http://www.youtube.com/channel/UCJ_IvRV-1CLWuj4GsfMY0YA,هاداك جاد 106 شباب عليك,0,2020-10-17T22:32:15Z,p
128,Omar Abdellah,http://www.youtube.com/channel/UCproE5JSjOX84fnLSpfuwxg,زدت ضيعت 3 دقايق اخرين من حياتي في امر تافه,0,2020-10-17T21:02:36Z,p
129,اولادى حياتى,http://www.youtube.com/channel/UC-G0bA1k2wmMn03eYiibxWA,ياخى رخيسة ماتغرفش تهدر مسمومة مريضة ماتحشمش واش داك تهدرى هاذى الهدرة واش من الفايدة ياخى حالة ياخى,0,2020-10-17T20:42:13Z,p
130,Zine ddine Manallah,http://www.youtube.com/channel/UC7el-n3fIPelw4QCEP30Vng,يخي كرفة ياخي استري روحك منكحلوش عليك,0,2020-10-17T19:50:57Z,p
131,mina mina,http://www.youtube.com/channel/UCFv4LcviH2RB81ixJJ0gSEA,كنت نكرهك وزدت كرهتك نتي واميرة تاعك لي عندها فومي,0,2020-10-17T19:07:03Z,p
132,Zaki Bez,http://www.youtube.com/channel/UCoGg5kO8-5UZkcJg9OxqxNg,اكبر خرية في الجزاير اختفوه,0,2020-10-17T19:02:41Z,p
133,KaDeer Dz31,http://www.youtube.com/channel/UC06RMt5DtObfUazH19GNCzA,زوافية معندنا ما ننتظروا منهم زواف ولاد فرنسا يبغو زب لي ماشي مطهر رشي كي وجوههم,0,2020-10-17T18:55:35Z,p
134,Celia Sedoud,http://www.youtube.com/channel/UC9v96Z7dCqtxxnEY2Z6hSIA,يخي جايحة تعيي كي نتي كي اميرة تاعك وهادوك لي قلتي عليهم حيوانات صحي مفهومك بيسك راكي درتي غلطة حياتك كي هدرتي على ولاد بلادك,0,2020-10-17T18:42:48Z,p
135,Houssem Boud,http://www.youtube.com/channel/UCCzU1kda6XNlx7vxOeQQBxg,يا الزح تلبس شوية لبسة كلش مزير مادابيها واحد ما يشوف فيها كيما قالت خالتي الله يرحمها ما نلومش الرجال كي يشوفو البنات لي يلبسو المزير العريانات علاخاطر حتى حنا نساء نقعدو نشوفو فيهم احترمي دينك نفسك احترمي داركم اسم العايلة تاعك استري روحك الله ثم والله ثم والله اذا شفت فيك بخزرا عيانة الله يعميني دنيا اخرة,0,2020-10-17T17:50:11Z,p
136,mimi mirale,http://www.youtube.com/channel/UCVh-HYaD_jTvZMg0mILA2Zw,نقلك الحقيقة كانت عندي كلبة بيضة شابة عليك,2,2020-10-17T15:27:43Z,p
